,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
375,Antofagasta,0,CL,1578456621,82,-23.65,-70.4,68.0,2.24
376,Yenagoa,100,NG,1578456857,84,4.92,6.26,75.83,2.77
377,Palestina,36,CO,1578456857,87,1.72,-76.13,64.02,3.87
378,Pouembout,67,NC,1578456857,55,-21.12,164.9,81.23,6.26
379,Artvin,40,TR,1578456857,43,41.18,41.83,51.8,18.34
380,Kozhva,84,RU,1578456857,94,65.11,57.05,6.84,7.92
381,Avera,1,US,1578456857,34,33.19,-82.53,51.8,8.05
382,Chuguyevka,100,RU,1578456857,94,44.17,133.87,19.71,4.61
383,Kahului,40,US,1578456857,73,20.89,-156.47,73.4,16.11
384,Elko,100,US,1578456857,70,40.83,-115.76,35.01,3.0
385,Tazovskiy,93,RU,1578456858,94,67.47,78.7,7.47,11.25
386,Brigantine,90,US,1578456858,96,39.41,-74.36,39.99,9.17
387,Nanortalik,100,GL,1578456858,69,60.14,-45.24,30.09,35.81
388,San Pedro,0,AR,1578456858,63,-33.68,-59.66,68.0,1.99
389,Oriximina,100,BR,1578456858,75,-1.77,-55.87,80.29,9.62
390,Bom Jesus,100,BR,1578456858,87,-9.08,-44.36,72.99,1.5
391,Kieta,69,PG,1578456858,72,-6.22,155.63,85.82,8.08
392,Colon,40,PH,1578456858,70,10.22,123.75,84.2,10.29
393,Skerries,75,IE,1578456858,75,53.58,-6.11,46.99,10.29
394,Spirit River,90,CA,1578456858,84,55.78,-118.84,1.4,12.75
395,Provideniya,0,RU,1578456858,91,64.42,-173.23,-11.78,0.87
396,Roald,100,NO,1578456858,65,62.58,6.12,46.99,28.86
397,Chiang Khong,0,LA,1578456858,83,20.27,100.41,75.99,3.36
398,Corralillo,9,CU,1578456858,68,22.98,-80.59,72.37,14.54
399,Barmer,0,IN,1578456859,77,25.74,71.4,55.9,10.76
400,Hirado,40,JP,1578456859,71,33.32,129.49,55.4,13.87
401,Tel Aviv-Yafo,75,IL,1578456664,62,32.08,34.78,51.8,20.8
402,Juneau,90,US,1578456859,92,58.3,-134.42,32.0,8.05
403,Corn Island,0,NI,1578456859,77,12.17,-83.04,80.89,19.17
404,Kurchum,70,KZ,1578456859,86,48.57,83.65,2.86,1.32
405,Hakkari,90,FI,1578456859,93,61.34,23.75,39.99,19.46
406,Klaksvik,100,FO,1578456859,80,62.23,-6.59,33.8,38.03
407,Lesnoy,100,RU,1578456859,96,59.78,52.13,8.22,7.43
408,Ippy,94,CF,1578456859,35,6.26,21.2,70.43,5.73
409,Benghazi,100,LY,1578456859,64,32.12,20.07,56.86,19.06
410,Harindanga,41,IN,1578456860,87,22.04,88.32,60.8,5.82
411,Tabuk,0,PH,1578456860,71,17.41,121.44,79.39,2.06
412,Sergeyevka,100,KZ,1578456860,96,53.88,67.42,13.68,1.54
413,Lasa,40,CY,1578456860,87,34.92,32.53,50.0,8.05
414,Zelenogorskiy,90,RU,1578456860,85,55.03,87.0,14.0,4.47
415,Darnah,87,LY,1578456860,63,32.77,22.64,55.78,16.15
416,Northam,0,AU,1578456860,33,-31.65,116.67,87.8,14.99
417,Ouallam,68,NE,1578456860,18,14.32,2.08,70.29,9.98
418,Curuguaty,100,PY,1578456860,89,-24.47,-55.69,73.33,2.75
419,Necochea,0,AR,1578456861,31,-38.55,-58.74,66.99,4.0
420,Norden,90,DE,1578456861,100,53.59,7.21,48.99,18.34
421,Chivay,100,PE,1578456861,62,-15.64,-71.6,41.94,5.08
422,Gouyave,20,GD,1578456861,78,12.16,-61.73,78.8,19.46
423,Caravelas,59,BR,1578456861,94,-17.73,-39.27,73.4,7.81
424,Chuy,0,UY,1578456861,62,-33.69,-53.46,64.92,8.43
425,Muisne,41,EC,1578456861,91,0.61,-80.02,75.88,6.02
426,Bonavista,81,CA,1578456861,83,48.65,-53.11,22.69,10.87
427,Changde,100,CN,1578456861,78,29.04,111.68,43.18,7.34
428,Horsham,22,AU,1578456861,12,-36.71,142.2,92.91,7.92
429,Oktyabrskoye,75,RU,1578456861,92,56.73,85.44,19.0,6.71
430,Shalya,52,RU,1578456861,95,57.25,58.73,7.39,0.87
431,Srivardhan,23,IN,1578456861,76,18.03,73.02,74.7,5.28
432,Qasigiannguit,23,GL,1578456861,53,68.82,-51.19,-2.2,12.75
433,Riohacha,0,CO,1578456741,87,11.54,-72.91,77.13,11.34
434,Manavalakurichi,40,IN,1578456861,88,8.13,77.3,78.8,4.7
435,Aksarayskiy,100,RU,1578456862,86,46.79,48.01,28.4,11.18
436,Longyearbyen,20,NO,1578456862,93,78.22,15.63,32.0,35.57
437,Strezhevoy,60,RU,1578456862,83,60.73,77.6,-4.0,4.47
438,Dawlatabad,0,AF,1578456862,64,36.41,64.91,34.92,7.94
439,Sikonge,75,TZ,1578456862,100,-5.63,32.75,66.2,3.31
440,Thunder Bay,40,CA,1578456862,65,48.41,-89.26,3.2,12.75
441,Ust-Nera,100,RU,1578456862,100,64.57,143.24,-28.07,0.98
442,Allende,23,MX,1578456862,35,28.34,-100.85,52.95,6.33
443,Gorontalo,100,ID,1578456862,75,0.54,123.06,79.99,8.34
444,Kodinsk,97,RU,1578456862,97,58.6,99.18,5.56,3.65
445,Sibolga,40,ID,1578456862,60,1.74,98.78,84.2,3.24
446,Port Hardy,75,CA,1578456862,86,50.7,-127.42,37.4,10.29
447,Dolinsk,0,RU,1578456862,79,47.32,142.8,26.6,4.94
448,Toora-Khem,7,RU,1578456862,94,52.47,96.11,-8.39,1.05
449,Naples,67,IT,1578456862,75,40.84,14.25,50.0,5.82
450,Koshurnikovo,100,RU,1578456863,96,54.3,93.39,8.13,2.15
451,Shellbrook,5,CA,1578456863,82,53.22,-106.39,-22.0,5.84
452,Shaunavon,100,CA,1578456863,92,49.65,-108.41,13.12,18.61
453,Qarqin,0,AF,1578456863,58,37.41,66.03,37.24,11.83
454,Bluefield,1,US,1578456863,79,37.27,-81.22,37.4,12.75
455,Hovd,75,NO,1578456863,87,63.83,10.7,45.0,19.46
456,Alvand,0,IR,1578456863,86,36.19,50.06,26.6,2.24
457,Port Pirie,0,AU,1578456863,26,-33.18,138.01,91.4,9.17
458,Bosilegrad,0,RS,1578456863,46,42.5,22.47,20.59,4.21
459,Alta Floresta,21,BR,1578456863,93,-9.87,-56.08,71.91,2.26
460,Portland,90,US,1578456600,68,43.66,-70.25,32.0,5.82
461,Bundaberg,0,AU,1578456863,31,-24.87,152.35,91.4,10.29
462,Najran,0,SA,1578456863,76,17.54,44.22,55.4,5.99
463,Sterling,1,US,1578456864,92,39.0,-77.4,33.8,3.36
464,Dimbokro,0,CI,1578456864,77,6.65,-4.7,68.25,2.91
465,Filingue,99,NE,1578456864,19,14.35,3.32,68.18,14.03
466,Ampanihy,0,MG,1578456864,81,-24.69,44.75,73.96,3.71
467,Prieska,77,ZA,1578456864,71,-29.67,22.74,67.91,2.26
468,Pavlodar,90,KZ,1578456864,84,52.28,76.96,-2.2,4.27
469,Lagoa,0,PT,1578456864,81,37.14,-8.45,55.0,4.7
470,Juye,0,CN,1578456864,45,35.39,116.09,37.22,4.41
471,Phrae,90,TH,1578456864,69,18.14,100.15,96.01,2.13
472,Ust-Kulom,100,RU,1578456864,94,61.69,53.69,13.14,7.38
473,Solnechnyy,0,RU,1578456864,83,50.72,136.64,10.2,2.37
474,Uthal,0,PK,1578456864,33,25.81,66.62,60.93,9.6
475,Kununurra,40,AU,1578456864,56,-15.77,128.74,93.2,10.29
476,Turka,0,RU,1578456864,79,52.95,108.22,11.41,9.22
477,Lokosovo,100,RU,1578456864,96,61.13,74.84,1.45,5.46
478,Kautokeino,99,NO,1578456864,91,69.01,23.04,28.33,25.08
479,Burley,1,US,1578456865,55,42.54,-113.79,39.2,18.34
480,Mujiayingzi,0,CN,1578456865,41,42.12,118.78,22.1,17.69
481,Mason City,1,US,1578456865,72,43.15,-93.2,14.0,18.34
482,Teguldet,96,RU,1578456865,96,57.31,88.17,12.15,4.97
483,Wilmington,40,US,1578456865,86,39.75,-75.55,34.0,12.19
484,Sao Joao da Barra,40,BR,1578456865,91,-21.64,-41.05,77.47,12.86
485,Saint-Francois,90,FR,1578456865,93,46.42,3.91,44.6,3.36
486,Consolacion del Sur,88,CU,1578456866,90,22.5,-83.51,67.05,8.5
487,Bad Doberan,75,DE,1578456866,75,54.11,11.9,45.0,12.75
488,Novo Aripuana,92,BR,1578456866,96,-5.12,-60.38,74.91,5.12
489,Maraa,77,BR,1578456866,69,-1.83,-65.37,78.73,2.77
490,Shemgang,24,BT,1578456866,51,27.22,90.66,55.22,1.43
491,Flinders,3,AU,1578456866,53,-34.58,150.85,80.01,12.75
492,La Rioja,0,AR,1578456866,63,-29.41,-66.86,68.5,5.64
493,Te Anau,77,NZ,1578456866,70,-45.41,167.72,54.32,8.59
494,Chicama,20,PE,1578456867,83,-7.84,-79.15,69.8,6.93
495,Colwyn Bay,33,GB,1578456867,87,53.29,-3.71,53.01,16.11
496,Buluang,40,PH,1578456867,70,10.47,123.98,84.2,10.29
497,Atbasar,93,KZ,1578456867,94,51.81,68.36,5.68,3.42
498,Hoi An,75,VN,1578456867,78,15.88,108.33,78.8,3.36
499,Mount Gambier,100,AU,1578456736,37,-37.83,140.78,84.2,17.22
500,Chapais,90,CA,1578456867,92,49.78,-74.86,15.8,6.93
501,Launceston,40,AU,1578456867,31,-41.43,147.14,84.0,9.17
502,Alghero,94,IT,1578456867,93,40.56,8.32,48.2,4.7
503,Poso,100,ID,1578456867,68,-1.4,120.75,75.78,4.92
504,Kiunga,100,PG,1578456867,97,-6.12,141.3,75.74,2.77
505,Baykit,72,RU,1578456867,99,61.68,96.39,-2.97,1.48
506,Touros,75,BR,1578456867,88,-5.2,-35.46,78.8,1.12
507,Pozo Colorado,67,PY,1578456867,69,-23.49,-58.8,78.91,3.06
508,Artyom,100,RU,1578456868,52,43.36,132.19,19.4,13.42
509,Ridgecrest,75,US,1578456754,56,35.62,-117.67,46.99,8.05
510,Lakselv,100,NO,1578456868,100,70.05,24.96,37.4,41.38
511,Ornskoldsvik,100,SE,1578456868,80,63.29,18.72,44.6,14.99
512,Dayong,0,CN,1578456868,33,25.02,118.29,73.4,13.42
513,Merauke,100,ID,1578456868,66,-8.49,140.4,88.75,6.49
514,Hervey Bay,0,AU,1578456868,31,-25.3,152.85,91.4,10.29
515,Shenjiamen,92,CN,1578456868,77,29.96,122.3,45.77,27.02
516,Constantine,75,DZ,1578456868,93,36.36,6.61,35.6,2.24
517,Praia da Vitoria,40,PT,1578456868,82,38.73,-27.07,64.4,22.32
518,Karangasem,30,ID,1578456868,62,-6.7,108.49,86.86,4.81
519,Sisimiut,100,GL,1578456868,98,66.94,-53.67,-11.97,3.69
520,Kindu,79,CD,1578456868,93,-2.95,25.92,71.04,1.99
521,Pandan,100,PH,1578456868,77,11.72,122.09,81.3,17.05
522,Morrope,100,PE,1578456869,29,-6.54,-80.02,66.2,11.41
523,Sikasso,0,ML,1578456869,25,11.32,-5.68,64.58,1.61
524,Sao Jose da Coroa Grande,0,BR,1578456869,72,-8.9,-35.15,80.35,10.33
525,Matucana,99,PE,1578456869,94,-11.84,-76.39,51.49,1.23
526,Kitab,40,UZ,1578456869,46,39.12,66.88,32.0,4.7
527,Izumo,75,JP,1578456869,76,35.37,132.75,50.0,31.09
528,Shar,100,NG,1578456869,28,7.3,8.73,77.16,6.6
529,Baijiantan,92,CN,1578456869,91,45.63,85.18,8.51,1.21
530,Chatrapur,0,IN,1578456869,54,19.35,84.98,69.66,2.39
531,College,40,US,1578456869,96,64.86,-147.8,-24.0,1.86
532,Wanaka,100,NZ,1578456869,50,-44.7,169.14,64.99,3.0
533,Mayahi,67,NE,1578456869,20,13.95,7.67,62.65,14.07
534,Pacific Grove,90,US,1578456726,71,36.62,-121.92,53.6,4.7
535,Buraydah,0,SA,1578456870,93,26.33,43.97,48.2,3.36
536,Thessalon,90,CA,1578456870,79,46.26,-83.55,23.0,12.75
537,Hobara,75,JP,1578456870,93,37.82,140.55,39.2,6.93
538,Ola,70,RU,1578456870,90,59.58,151.3,-0.35,8.3
539,San Rafael,0,AR,1578456870,32,-34.61,-68.33,75.96,9.08
540,Graaff-Reinet,100,ZA,1578456870,97,-32.25,24.53,64.0,8.05
541,Sorland,75,NO,1578456870,93,67.67,12.69,42.8,27.51
542,Araceli,100,PH,1578456870,81,10.55,119.99,81.54,18.41
543,Saint-Joseph,0,FR,1578456870,93,43.56,6.97,48.0,5.82
544,Montreal,90,CA,1578456680,79,45.5,-73.61,28.0,4.7
545,Srednekolymsk,64,RU,1578456870,97,67.46,153.71,-24.38,5.53
546,Turukhansk,100,RU,1578456870,95,65.8,87.96,1.15,11.21
547,Balurghat,3,IN,1578456870,58,25.22,88.78,64.92,5.64
548,Nieuw Amsterdam,20,SR,1578456870,94,5.88,-55.08,78.01,3.36
549,Chortomlyk,0,UA,1578456870,76,47.62,34.14,26.98,16.73
550,Giyani,88,ZA,1578456871,85,-23.32,30.73,70.79,8.08
551,Hobyo,100,SO,1578456871,79,5.35,48.53,76.24,13.4
552,Cockburn Town,1,TC,1578456871,79,21.46,-71.14,78.44,12.71
553,Mayor Pablo Lagerenza,89,PY,1578456871,88,-19.93,-60.77,76.51,4.36
554,Hargeysa,100,SO,1578456871,93,9.56,44.06,59.95,12.59
555,Puri,75,ID,1578456789,69,-7.54,112.45,84.96,3.44
556,Dalvik,100,SE,1578456871,100,57.79,14.13,42.01,24.16
557,Koping,100,SE,1578456871,75,59.51,15.99,46.99,18.34
558,Camabatela,100,AO,1578456871,97,-8.19,15.37,62.11,1.01
559,Amazar,0,RU,1578456871,83,53.86,120.88,1.06,1.99
560,San Carlos de Bariloche,66,AR,1578456607,87,-41.13,-71.31,46.04,17.31
561,Mangrol,72,IN,1578456872,58,25.33,76.51,61.29,1.36
562,Honghu,49,CN,1578456872,68,29.82,113.46,42.75,10.47
563,Tayoltita,0,MX,1578456619,52,24.11,-105.93,56.35,7.58
564,Fereydun Kenar,0,IR,1578456872,49,36.69,52.52,33.8,2.24
565,Amambai,81,BR,1578456872,97,-23.11,-55.23,70.5,2.33
566,Comodoro Rivadavia,0,AR,1578456872,31,-45.87,-67.48,60.8,21.92
567,Edd,69,ER,1578456872,82,13.93,41.69,76.37,2.55
568,Padang,100,ID,1578456872,62,-0.92,100.36,80.94,4.52
569,Porto Novo,75,BR,1578456872,88,-23.68,-45.44,73.4,2.24
570,Pandan Niog,74,PH,1578456872,77,6.23,120.56,81.99,9.48
